"","Apr","Aug","Dec","Feb","Jan","Jul","Jun","Mar","May","Nov","Oct","Sep","Fri","Mon","Sat","Sun","Thu","Tue","Wed","Autumn","Spring","Summer","Winter","mxpsd","dewp","prcp","gust","year","temp","wdsp","NUM_COLLISIONS"
"126",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,14,53.6,0.01,999.9,2013,57.2,6.2,0.61218836565097
"127",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,13,51,0,999.9,2013,56.1,8.3,0.878116343490305
"128",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,15.9,53.1,0,22.9,2013,56.2,9.4,0.393351800554017
"129",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,17.1,53.1,1.62,22.9,2013,56.2,11,0.404432132963989
"130",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,18.1,37.1,0.07,22,2013,53.1,11.9,0.542936288088643
"131",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,18.1,35.3,0,29.9,2013,51,11.8,0.509695290858726
"132",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,21,44.5,0.16,28,2013,53.1,12.1,0.418282548476454
"133",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,20,50.1,0.02,28,2013,57.7,12.5,0.493074792243767
"134",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,20,43.9,0,22.9,2013,58.2,10.7,0.997229916897507
"135",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,12,45.2,0,999.9,2013,54.6,5.1,0.346260387811634
"136",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,12,49.4,0,999.9,2013,56.3,6.6,0.451523545706371
"137",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,17.1,54.5,0.33,22,2013,57.5,10.3,0.764542936288089
"138",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,14,55.5,0.24,999.9,2013,58,7.8,0.875346260387812
"139",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,13,55.1,0,17.1,2013,57.8,7.1,0.523545706371191
"140",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,18.1,57.6,0,24.1,2013,61.5,13.3,0.980609418282548
"141",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,27,58.7,1.24,39,2013,61,14,0.795013850415512
"142",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,15,52.3,1.03,18.1,2013,55.6,7.6,0.368421052631579
"143",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,19,41.8,0.54,28,2013,50.2,13.9,0.204986149584488
"144",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,20,42.8,0.01,26,2013,56.9,14.1,0.10803324099723
"145",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,11.1,49.6,0,999.9,2013,56.6,6.4,0.844875346260388
"146",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,19,54.7,0.51,26,2013,57.9,10.9,0.534626038781163
"147",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,15,56.2,0.26,20,2013,60.9,11.6,0.842105263157895
"148",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,13,56.8,0.02,999.9,2013,62,9,0.983379501385042
"149",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,15,57,0,999.9,2013,60.9,10.9,0.692520775623269
"150",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,18.1,58.6,0,26,2013,61.8,12.6,0.293628808864266
"151",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,19,59.8,0.21,27,2013,60.8,12.7,0.903047091412742
"152",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,15,51,0.34,999.9,2013,61.8,8.7,0.642659279778393
"153",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,8.9,45.6,0,999.9,2013,58.6,5.7,0.60387811634349
"154",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,14,51,0,999.9,2013,58.6,7.5,0.620498614958449
"155",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,25.1,59.6,0.94,35,2013,62.3,19.1,0.526315789473684
"156",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,13,57.2,0.01,999.9,2013,63.6,8.1,0.421052631578947
"157",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,8.9,56.1,0,999.9,2013,62.2,6,0.673130193905817
"158",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,17.1,59.5,1.36,24.1,2013,60.8,13.2,0.703601108033241
"159",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,19,55.9,0.03,27,2013,64,14,0.64819944598338
"160",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,15,52.4,0,21,2013,60.8,8.7,0.42382271468144
"161",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,28,50.7,0.12,36.9,2013,55,18.3,0.864265927977839
"162",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,13,52.3,0.14,999.9,2013,62.4,7.4,0.595567867036011
"163",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,15,57,0.01,22,2013,61.3,9.2,0.265927977839335
"164",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,14,59.2,0.03,21,2013,63.2,9.1,0.645429362880886
